,country,year,suicides_no,population,suicides_rate
645,Argentina,1989,80,2509000,3.19
646,Argentina,1989,18,3245000,0.55
647,Argentina,1989,11,3149000,0.35
648,Argentina,1990,226,411100,54.97
649,Argentina,1990,502,2128000,23.59
650,Argentina,1990,439,3619000,12.13
651,Argentina,1990,61,643000,9.49
652,Argentina,1990,182,2297000,7.92
653,Argentina,1990,190,2477000,7.67
654,Argentina,1990,174,2635000,6.6
655,Argentina,1990,163,3622000,4.5
656,Argentina,1990,91,2568000,3.54
657,Argentina,1990,76,2251000,3.38
658,Argentina,1990,22,3269000,0.67
659,Argentina,1990,14,3171000,0.44
660,Argentina,1991,184,396000,46.46
661,Argentina,1991,449,2130000,21.08
662,Argentina,1991,398,3580000,11.12
663,Argentina,1991,214,2277000,9.4
664,Argentina,1991,50,658000,7.6
665,Argentina,1991,169,2508000,6.74
666,Argentina,1991,179,2738000,6.54
667,Argentina,1991,133,3691000,3.6
668,Argentina,1991,77,2310000,3.33
669,Argentina,1991,61,2689000,2.27
670,Argentina,1991,28,3369000,0.83
671,Argentina,1991,9,3277000,0.27
672,Argentina,1992,194,404900,47.91
673,Argentina,1992,500,2150500,23.25
674,Argentina,1992,488,3616600,13.49
675,Argentina,1992,227,2306200,9.84
676,Argentina,1992,249,2834100,8.79
677,Argentina,1992,46,678000,6.78
678,Argentina,1992,147,2538400,5.79
679,Argentina,1992,140,3755500,3.73
680,Argentina,1992,79,2329100,3.39
681,Argentina,1992,79,2783500,2.84
682,Argentina,1992,22,3371800,0.65
683,Argentina,1992,13,3276800,0.4
684,Argentina,1993,229,413600,55.37
685,Argentina,1993,520,2171500,23.95
686,Argentina,1993,495,3672300,13.48
687,Argentina,1993,233,2336300,9.97
688,Argentina,1993,58,698400,8.3
689,Argentina,1993,235,2932300,8.01
690,Argentina,1993,126,2568300,4.91
691,Argentina,1993,144,3820400,3.77
692,Argentina,1993,76,2347800,3.24
693,Argentina,1993,73,2879300,2.54
694,Argentina,1993,25,3367500,0.74
695,Argentina,1993,16,3269800,0.49
696,Argentina,1994,192,423100,45.38
697,Argentina,1994,509,2192500,23.22
698,Argentina,1994,527,3729600,14.13
699,Argentina,1994,226,2369000,9.54
700,Argentina,1994,250,3027200,8.26
701,Argentina,1994,135,2597400,5.2
702,Argentina,1994,34,719700,4.72
703,Argentina,1994,160,3885600,4.12
704,Argentina,1994,98,2971300,3.3
705,Argentina,1994,72,2369900,3.04
706,Argentina,1994,27,3363000,0.8
707,Argentina,1994,11,3262900,0.34
708,Argentina,1995,190,433800,43.8
709,Argentina,1995,515,2214000,23.26
710,Argentina,1995,485,3787800,12.8
711,Argentina,1995,218,2404900,9.06
712,Argentina,1995,277,3112100,8.9
713,Argentina,1995,49,742200,6.6
714,Argentina,1995,134,2625900,5.1
715,Argentina,1995,139,3950100,3.52
716,Argentina,1995,101,3053300,3.31
717,Argentina,1995,62,2396900,2.59
718,Argentina,1995,19,3261100,0.58
719,Argentina,1995,15,3363300,0.45
720,Argentina,1996,189,445800,42.4
721,Argentina,1996,464,2235900,20.75
722,Argentina,1996,524,3847300,13.62
723,Argentina,1996,226,2442900,9.25
724,Argentina,1996,280,3185600,8.79
725,Argentina,1996,59,766100,7.7
726,Argentina,1996,131,2653800,4.94
727,Argentina,1996,176,4014100,4.38
728,Argentina,1996,105,3123600,3.36
729,Argentina,1996,52,2428400,2.14
730,Argentina,1996,14,3370400,0.42
731,Argentina,1996,9,3266800,0.28
732,Argentina,1997,195,490152,39.78
733,Argentina,1997,457,2252148,20.29
734,Argentina,1997,501,3934581,12.73
735,Argentina,1997,213,2460112,8.66
736,Argentina,1997,260,3198193,8.13
737,Argentina,1997,47,854095,5.5
738,Argentina,1997,131,2668528,4.91
739,Argentina,1997,165,4083427,4.04
740,Argentina,1997,113,3161000,3.57
741,Argentina,1997,72,2474330,2.91
742,Argentina,1997,19,3429860,0.55
743,Argentina,1997,11,3327355,0.33
744,Argentina,1998,201,504164,39.87
745,Argentina,1998,518,2274972,22.77
746,Argentina,1998,508,3990829,12.73
747,Argentina,1998,327,3243944,10.08
748,Argentina,1998,251,2497189,10.05
749,Argentina,1998,53,883724,6.0
750,Argentina,1998,140,2696429,5.19
751,Argentina,1998,114,3200362,3.56
752,Argentina,1998,147,4143203,3.55
753,Argentina,1998,52,2512005,2.07
754,Argentina,1998,20,3353473,0.6
755,Argentina,1998,16,3456965,0.46
756,Argentina,1999,204,515800,39.55
757,Argentina,1999,540,2301840,23.46
758,Argentina,1999,545,4045105,13.47
759,Argentina,1999,355,3279728,10.82
760,Argentina,1999,265,2543861,10.42
761,Argentina,1999,137,2727054,5.02
762,Argentina,1999,44,912898,4.82
763,Argentina,1999,141,4200203,3.36
764,Argentina,1999,101,3229424,3.13
765,Argentina,1999,50,2559176,1.95
766,Argentina,1999,21,3482230,0.6
767,Argentina,1999,20,3377543,0.59
768,Argentina,2000,232,525161,44.18
769,Argentina,2000,602,2333377,25.8
770,Argentina,2000,578,4096814,14.11
771,Argentina,2000,463,3306109,14.0
772,Argentina,2000,331,2602314,12.72
773,Argentina,2000,133,2760512,4.82
774,Argentina,2000,43,941957,4.56
775,Argentina,2000,174,4253771,4.09
776,Argentina,2000,116,3249247,3.57
777,Argentina,2000,63,2617723,2.41
778,Argentina,2000,21,3396135,0.62
779,Argentina,2000,18,3502413,0.51
780,Argentina,2001,250,547473,45.66
781,Argentina,2001,659,2358654,27.94
782,Argentina,2001,518,3325440,15.58
783,Argentina,2001,625,4145861,15.08
784,Argentina,2001,375,2675285,14.02
785,Argentina,2001,57,978346,5.83
786,Argentina,2001,166,3262682,5.09
787,Argentina,2001,137,2788628,4.91
788,Argentina,2001,210,4306817,4.88
789,Argentina,2001,82,2690206,3.05
790,Argentina,2001,29,3519935,0.82
791,Argentina,2001,24,3411619,0.7
792,Argentina,2002,234,566447,41.31
793,Argentina,2002,615,2387478,25.76
794,Argentina,2002,542,3331708,16.27
795,Argentina,2002,412,2758283,14.94
796,Argentina,2002,619,4191889,14.77
797,Argentina,2002,179,2819507,6.35
798,Argentina,2002,58,1012399,5.73
799,Argentina,2002,158,3263542,4.84
800,Argentina,2002,194,4355651,4.45
801,Argentina,2002,91,2772560,3.28
802,Argentina,2002,37,3529201,1.05
803,Argentina,2002,23,3418842,0.67
804,Argentina,2003,272,581842,46.75
805,Argentina,2003,577,2420864,23.83
806,Argentina,2003,638,3331226,19.15
807,Argentina,2003,456,2845955,16.02
808,Argentina,2003,625,4237124,14.75
809,Argentina,2003,68,1044188,6.51
810,Argentina,2003,179,3258029,5.49
811,Argentina,2003,147,2854473,5.15
812,Argentina,2003,196,4402438,4.45
813,Argentina,2003,69,2859003,2.41
814,Argentina,2003,37,3531507,1.05
815,Argentina,2003,25,3419258,0.73
816,Argentina,2004,227,593409,38.25
817,Argentina,2004,500,2459960,20.33
818,Argentina,2004,653,3333328,19.59
819,Argentina,2004,445,2930079,15.19
820,Argentina,2004,599,4284709,13.98
821,Argentina,2004,159,3255244,4.88
822,Argentina,2004,136,2895423,4.7
823,Argentina,2004,50,1073648,4.66
824,Argentina,2004,185,4450210,4.16
825,Argentina,2004,99,2940630,3.37
826,Argentina,2004,43,3530061,1.22
827,Argentina,2004,25,3416244,0.73
828,Argentina,2005,225,601176,37.43
829,Argentina,2005,489,2505136,19.52
830,Argentina,2005,638,3343414,19.08
831,Argentina,2005,451,3004991,15.01
832,Argentina,2005,539,4336453,12.43
833,Argentina,2005,161,2943135,5.47
834,Argentina,2005,59,1101024,5.36
835,Argentina,2005,148,3260468,4.54
836,Argentina,2005,171,4500787,3.8
837,Argentina,2005,104,3011376,3.45
838,Argentina,2005,52,3528848,1.47
839,Argentina,2005,21,3413809,0.62
840,Argentina,2006,246,620010,39.68
841,Argentina,2006,656,3357424,19.54
842,Argentina,2006,487,2540712,19.17
843,Argentina,2006,483,3068991,15.74
844,Argentina,2006,585,4383730,13.34
845,Argentina,2006,175,3271703,5.35
846,Argentina,2006,115,2983954,3.85
847,Argentina,2006,160,4549471,3.52
848,Argentina,2006,105,3070419,3.42
849,Argentina,2006,31,1132977,2.74
850,Argentina,2006,39,3527369,1.11
851,Argentina,2006,26,3412126,0.76
852,Argentina,2007,225,634995,35.43
853,Argentina,2007,577,3381171,17.07
854,Argentina,2007,438,2582754,16.96
855,Argentina,2007,490,3125322,15.68
856,Argentina,2007,571,4436541,12.87
857,Argentina,2007,146,3292790,4.43
858,Argentina,2007,126,3120162,4.04
859,Argentina,2007,108,3033008,3.56
860,Argentina,2007,155,4601874,3.37
861,Argentina,2007,31,1161794,2.67
862,Argentina,2007,45,3530454,1.27
863,Argentina,2007,34,3414627,1.0
864,Argentina,2008,208,646185,32.19
865,Argentina,2008,625,3410092,18.33
866,Argentina,2008,463,2630686,17.6
867,Argentina,2008,531,3172743,16.74
868,Argentina,2008,582,4496672,12.94
869,Argentina,2008,180,3319037,5.42
870,Argentina,2008,173,4660022,3.71
871,Argentina,2008,108,3088727,3.5
872,Argentina,2008,36,1188016,3.03
873,Argentina,2008,94,3159967,2.97
874,Argentina,2008,39,3539110,1.1
875,Argentina,2008,20,3422263,0.58
876,Argentina,2009,177,653486,27.09
877,Argentina,2009,609,3436265,17.72
878,Argentina,2009,434,2683502,16.17
879,Argentina,2009,504,3210244,15.7
880,Argentina,2009,542,4566645,11.87
881,Argentina,2009,164,3342385,4.91
882,Argentina,2009,112,3148915,3.56
883,Argentina,2009,105,3189773,3.29
884,Argentina,2009,150,4726814,3.17
885,Argentina,2009,25,1211934,2.06
886,Argentina,2009,34,3553154,0.96
887,Argentina,2009,28,3434884,0.82
888,Argentina,2010,206,657096,31.35
889,Argentina,2010,683,3455127,19.77
890,Argentina,2010,485,3237957,14.98
891,Argentina,2010,397,2740656,14.49
892,Argentina,2010,573,4648068,12.33
893,Argentina,2010,150,3358103,4.47
894,Argentina,2010,162,4804030,3.37
895,Argentina,2010,101,3210247,3.15
896,Argentina,2010,99,3212253,3.08
897,Argentina,2010,34,1234182,2.75
898,Argentina,2010,33,3570316,0.92
899,Argentina,2010,20,3450419,0.58
900,Argentina,2011,178,674738,26.38
901,Argentina,2011,693,3471151,19.96
902,Argentina,2011,510,3258804,15.65
903,Argentina,2011,416,2788575,14.92
904,Argentina,2011,504,4738525,10.64
905,Argentina,2011,172,3372659,5.1
906,Argentina,2011,157,4893085,3.21
907,Argentina,2011,102,3224774,3.16
908,Argentina,2011,93,3268753,2.85
909,Argentina,2011,30,1260121,2.38
910,Argentina,2011,29,3472180,0.84
911,Argentina,2011,28,3592374,0.78
912,Argentina,2012,225,688560,32.68
913,Argentina,2012,745,3480902,21.4
914,Argentina,2012,616,3268154,18.85
915,Argentina,2012,451,2839783,15.88
916,Argentina,2012,554,4841057,11.44
917,Argentina,2012,204,3380770,6.03
918,Argentina,2012,164,4993138,3.28
919,Argentina,2012,108,3328463,3.24
920,Argentina,2012,102,3228400,3.16
921,Argentina,2012,33,1282726,2.57
922,Argentina,2012,29,3615254,0.8
923,Argentina,2012,17,3494571,0.49
924,Argentina,2013,168,699046,24.03
925,Argentina,2013,696,3486661,19.96
926,Argentina,2013,499,3271373,15.25
927,Argentina,2013,398,2894129,13.75
928,Argentina,2013,604,4950850,12.2
929,Argentina,2013,167,3384642,4.93
930,Argentina,2013,102,3226464,3.16
931,Argentina,2013,157,5099167,3.08
932,Argentina,2013,102,3390673,3.01
933,Argentina,2013,29,1303352,2.23
934,Argentina,2013,32,3515742,0.91
935,Argentina,2013,33,3637026,0.91
936,Argentina,2014,192,706897,27.16
937,Argentina,2014,738,3492454,21.13
938,Argentina,2014,531,3276955,16.2
939,Argentina,2014,405,2951616,13.72
940,Argentina,2014,644,5060862,12.73
941,Argentina,2014,204,3388324,6.02
942,Argentina,2014,196,5203634,3.77
943,Argentina,2014,118,3227239,3.66
944,Argentina,2014,109,3454994,3.15
945,Argentina,2014,25,1323654,1.89
946,Argentina,2014,35,3533961,0.99
947,Argentina,2014,34,3655965,0.93
948,Argentina,2015,245,712691,34.38
949,Argentina,2015,656,3500580,18.74
950,Argentina,2015,431,3011963,14.31
951,Argentina,2015,465,3289927,14.13
952,Argentina,2015,633,5166179,12.25
953,Argentina,2015,153,3394201,4.51
954,Argentina,2015,125,3520779,3.55
955,Argentina,2015,114,3235582,3.52
956,Argentina,2015,166,5301368,3.13
957,Argentina,2015,27,1344980,2.01
958,Argentina,2015,39,3672155,1.06
959,Argentina,2015,19,3549219,0.54
960,Armenia,1990,25,332700,7.51
961,Armenia,1990,2,26900,7.43
962,Armenia,1990,11,183800,5.98
963,Armenia,1990,16,307100,5.21
964,Armenia,1990,15,358000,4.19
965,Armenia,1990,10,272500,3.67
966,Armenia,1990,6,224100,2.68
967,Armenia,1990,1,48900,2.04
968,Armenia,1990,4,320700,1.25
969,Armenia,1990,3,258500,1.16
970,Armenia,1990,0,316900,0.0
971,Armenia,1990,0,333600,0.0
972,Armenia,1991,5,28800,17.36
973,Armenia,1991,20,313800,6.37
974,Armenia,1991,11,247900,4.44
975,Armenia,1991,9,203100,4.43
976,Armenia,1991,14,348500,4.02
977,Armenia,1991,2,52900,3.78
978,Armenia,1991,9,396300,2.27
979,Armenia,1991,6,295300,2.03
980,Armenia,1991,4,342100,1.17
981,Armenia,1991,0,286400,0.0
982,Armenia,1991,0,349500,0.0
983,Armenia,1991,0,366200,0.0
984,Armenia,1992,3,28200,10.64
985,Armenia,1992,15,215100,6.97
986,Armenia,1992,22,360400,6.1
987,Armenia,1992,15,312600,4.8
988,Armenia,1992,10,263400,3.8
989,Armenia,1992,2,53400,3.75
990,Armenia,1992,9,300300,3.0
991,Armenia,1992,6,410800,1.46
992,Armenia,1992,1,290100,0.34
993,Armenia,1992,0,340900,0.0
994,Armenia,1992,0,358200,0.0
995,Armenia,1992,0,375300,0.0
996,Armenia,1993,6,53100,11.3
997,Armenia,1993,20,226400,8.83
998,Armenia,1993,2,28400,7.04
999,Armenia,1993,25,371900,6.72
1000,Armenia,1993,17,305600,5.56
1001,Armenia,1993,14,276100,5.07
1002,Armenia,1993,7,304800,2.3
1003,Armenia,1993,6,335900,1.79
1004,Armenia,1993,6,424000,1.42
1005,Armenia,1993,3,293900,1.02
1006,Armenia,1993,0,364200,0.0
1007,Armenia,1993,0,382300,0.0
1008,Armenia,1994,7,28200,24.82
1009,Armenia,1994,5,51700,9.67
1010,Armenia,1994,20,235500,8.49
1011,Armenia,1994,31,382500,8.1
1012,Armenia,1994,18,286000,6.29
1013,Armenia,1994,10,297000,3.37
1014,Armenia,1994,6,308300,1.95
1015,Armenia,1994,7,437100,1.6
1016,Armenia,1994,4,297600,1.34
1017,Armenia,1994,2,385400,0.52
1018,Armenia,1994,1,326200,0.31
1019,Armenia,1994,1,367000,0.27
1020,Armenia,1995,29,242300,11.97
1021,Armenia,1995,32,395200,8.1
1022,Armenia,1995,21,289500,7.25
1023,Armenia,1995,2,28000,7.14
1024,Armenia,1995,2,51400,3.89
1025,Armenia,1995,11,295200,3.73
1026,Armenia,1995,11,313300,3.51
1027,Armenia,1995,10,313600,3.19
1028,Armenia,1995,8,453600,1.76
1029,Armenia,1995,3,303200,0.99
1030,Armenia,1995,1,388200,0.26
1031,Armenia,1995,0,369700,0.0
1032,Armenia,1996,3,27900,10.75
1033,Armenia,1996,18,246200,7.31
1034,Armenia,1996,24,409800,5.86
1035,Armenia,1996,13,284300,4.57
1036,Armenia,1996,12,301900,3.97
1037,Armenia,1996,7,471200,1.49
1038,Armenia,1996,4,320000,1.25
1039,Armenia,1996,3,301500,1.0
1040,Armenia,1996,1,310200,0.32
1041,Armenia,1996,1,371900,0.27
1042,Armenia,1996,1,390300,0.26
1043,Armenia,1996,0,51100,0.0
1044,Armenia,1997,21,246200,8.53
1045,Armenia,1997,26,426000,6.1
1046,Armenia,1997,3,51400,5.84
1047,Armenia,1997,1,28500,3.51
1048,Armenia,1997,9,282000,3.19
1049,Armenia,1997,8,304400,2.63
1050,Armenia,1997,4,327300,1.22
1051,Armenia,1997,3,489900,0.61
1052,Armenia,1997,1,294200,0.34
1053,Armenia,1997,1,389500,0.26
1054,Armenia,1997,0,316500,0.0
1055,Armenia,1997,0,370800,0.0
1056,Armenia,1998,2,29600,6.76
1057,Armenia,1998,16,243300,6.58
1058,Armenia,1998,20,445000,4.49
1059,Armenia,1998,6,280200,2.14
1060,Armenia,1998,6,302000,1.99
1061,Armenia,1998,1,53100,1.88
1062,Armenia,1998,9,509800,1.77
1063,Armenia,1998,4,335100,1.19
1064,Armenia,1998,1,289300,0.35
1065,Armenia,1998,1,364600,0.27
1066,Armenia,1998,0,322300,0.0
1067,Armenia,1998,0,383700,0.0
1068,Armenia,1999,15,238100,6.3
1069,Armenia,1999,3,56800,5.28
1070,Armenia,1999,22,464300,4.74
1071,Armenia,1999,9,296800,3.03
1072,Armenia,1999,6,279800,2.14
1073,Armenia,1999,6,344000,1.74
1074,Armenia,1999,4,530700,0.75
1075,Armenia,1999,2,284300,0.7
1076,Armenia,1999,0,329700,0.0
1077,Armenia,1999,0,352300,0.0
1078,Armenia,1999,0,371600,0.0
1079,Armenia,1999,0,32300,0.0
1080,Armenia,2000,4,37600,10.64
1081,Armenia,2000,5,66500,7.52
1082,Armenia,2000,14,234300,5.98
1083,Armenia,2000,18,481100,3.74
1084,Armenia,2000,5,283300,1.76
1085,Armenia,2000,6,358000,1.68
1086,Armenia,2000,4,280400,1.43
1087,Armenia,2000,4,292700,1.37
1088,Armenia,2000,1,555300,0.18
1089,Armenia,2000,0,341100,0.0
1090,Armenia,2000,0,328000,0.0
1091,Armenia,2000,0,348200,0.0
1092,Armenia,2001,17,227605,7.47
1093,Armenia,2001,3,40190,7.46
1094,Armenia,2001,4,66283,6.03
1095,Armenia,2001,19,493922,3.85
1096,Armenia,2001,4,289601,1.38
1097,Armenia,2001,4,361248,1.11
1098,Armenia,2001,3,337767,0.89
1099,Armenia,2001,2,284346,0.7
1100,Armenia,2001,3,563626,0.53
1101,Armenia,2001,1,279953,0.36
1102,Armenia,2001,0,346468,0.0
1103,Armenia,2001,0,319507,0.0
1104,Armenia,2002,3,29067,10.32
1105,Armenia,2002,19,196525,9.67
1106,Armenia,2002,12,206403,5.81
1107,Armenia,2002,22,418464,5.26
1108,Armenia,2002,1,58553,1.71
1109,Armenia,2002,5,293350,1.7
1110,Armenia,2002,6,469992,1.28
1111,Armenia,2002,3,251856,1.19
1112,Armenia,2002,1,222943,0.45
1113,Armenia,2002,1,294209,0.34
1114,Armenia,2002,1,294739,0.34
1115,Armenia,2002,0,278743,0.0
1116,Armenia,2003,3,32495,9.23
1117,Armenia,2003,14,194165,7.21
1118,Armenia,2003,21,423001,4.96
1119,Armenia,2003,3,62935,4.77
1120,Armenia,2003,10,210715,4.75
1121,Armenia,2003,3,249909,1.2
1122,Armenia,2003,3,473959,0.63
1123,Armenia,2003,1,283952,0.35
1124,Armenia,2003,1,300902,0.33
1125,Armenia,2003,0,300080,0.0
1126,Armenia,2003,0,225313,0.0
1127,Armenia,2003,0,266940,0.0
1128,Armenia,2006,6,48123,12.47
1129,Armenia,2006,21,184526,11.38
1130,Armenia,2006,17,367346,4.63
1131,Armenia,2006,10,276127,3.62
1132,Armenia,2006,8,238745,3.35
1133,Armenia,2006,6,188382,3.19
1134,Armenia,2006,2,78684,2.54
1135,Armenia,2006,5,450477,1.11
1136,Armenia,2006,2,215884,0.93
1137,Armenia,2006,1,221941,0.45
1138,Armenia,2006,0,290966,0.0
1139,Armenia,2006,0,203195,0.0
1140,Armenia,2007,7,49296,14.2
1141,Armenia,2007,13,185290,7.02
1142,Armenia,2007,19,362189,5.25
1143,Armenia,2007,8,240998,3.32
1144,Armenia,2007,7,272188,2.57
1145,Armenia,2007,4,191561,2.09
1146,Armenia,2007,8,444817,1.8
1147,Armenia,2007,1,79210,1.26
1148,Armenia,2007,3,288510,1.04
1149,Armenia,2007,1,210620,0.47
1150,Armenia,2007,0,220144,0.0
1151,Armenia,2007,0,190490,0.0
1152,Armenia,2008,7,46886,14.93
1153,Armenia,2008,18,198978,9.05
1154,Armenia,2008,11,429649,2.56
1155,Armenia,2008,10,477501,2.09
1156,Armenia,2008,5,260264,1.92
1157,Armenia,2008,4,250190,1.6
1158,Armenia,2008,3,317794,0.94
1159,Armenia,2008,2,254728,0.79
1160,Armenia,2008,1,198065,0.5
1161,Armenia,2008,1,220896,0.45
1162,Armenia,2008,1,309009,0.32
1163,Armenia,2008,0,81431,0.0
1164,Armenia,2009,8,50759,15.76
1165,Armenia,2009,11,189632,5.8
1166,Armenia,2009,17,351694,4.83
1167,Armenia,2009,5,259772,1.92
1168,Armenia,2009,1,79728,1.25
1169,Armenia,2009,3,248767,1.21
1170,Armenia,2009,2,198646,1.01
1171,Armenia,2009,2,230582,0.87
1172,Armenia,2009,3,433390,0.69
1173,Armenia,2009,1,278535,0.36
1174,Armenia,2009,0,172560,0.0
1175,Armenia,2009,0,195630,0.0
1176,Armenia,2010,6,52333,11.47
1177,Armenia,2010,13,193100,6.73
1178,Armenia,2010,10,202936,4.93
1179,Armenia,2010,15,346739,4.33
1180,Armenia,2010,8,252152,3.17
1181,Armenia,2010,7,253182,2.76
1182,Armenia,2010,2,81770,2.45
1183,Armenia,2010,2,167142,1.2
1184,Armenia,2010,5,427571,1.17
1185,Armenia,2010,2,191722,1.04
1186,Armenia,2010,2,270727,0.74
1187,Armenia,2010,1,236851,0.42
1188,Armenia,2011,6,86643,6.92
1189,Armenia,2011,23,341199,6.74
1190,Armenia,2011,11,194982,5.64
1191,Armenia,2011,8,209914,3.81
1192,Armenia,2011,2,55565,3.6
1193,Armenia,2011,7,245227,2.85
1194,Armenia,2011,4,259823,1.54
1195,Armenia,2011,3,256541,1.17
1196,Armenia,2011,3,422179,0.71
1197,Armenia,2011,0,244912,0.0
1198,Armenia,2011,0,164004,0.0
1199,Armenia,2011,0,189377,0.0
1200,Armenia,2012,5,56598,8.83
1201,Armenia,2012,26,376743,6.9
1202,Armenia,2012,11,212482,5.18
1203,Armenia,2012,11,245443,4.48
1204,Armenia,2012,3,91237,3.29
1205,Armenia,2012,5,255119,1.96
1206,Armenia,2012,7,428953,1.63
1207,Armenia,2012,4,259768,1.54
1208,Armenia,2012,4,273394,1.46
1209,Armenia,2012,2,255088,0.78
1210,Armenia,2012,1,192409,0.52
1211,Armenia,2012,0,167066,0.0
1212,Armenia,2013,7,58640,11.94
1213,Armenia,2013,6,95093,6.31
1214,Armenia,2013,11,218063,5.04
1215,Armenia,2013,11,280566,3.92
1216,Armenia,2013,9,250487,3.59
1217,Armenia,2013,13,370440,3.51
1218,Armenia,2013,6,423841,1.42
1219,Armenia,2013,2,243687,0.82
1220,Armenia,2013,1,193754,0.52
1221,Armenia,2013,1,242386,0.41
1222,Armenia,2013,0,265616,0.0
1223,Armenia,2013,0,168091,0.0
1224,Armenia,2014,9,60108,14.97
1225,Armenia,2014,6,98118,6.12
1226,Armenia,2014,12,224430,5.35
1227,Armenia,2014,13,363362,3.58
1228,Armenia,2014,6,253461,2.37
1229,Armenia,2014,4,288822,1.38
1230,Armenia,2014,3,230760,1.3
1231,Armenia,2014,2,227895,0.88
1232,Armenia,2014,1,171332,0.58
1233,Armenia,2014,2,417829,0.48
1234,Armenia,2014,0,269937,0.0
1235,Armenia,2014,0,196975,0.0
1236,Armenia,2015,12,61355,19.56
1237,Armenia,2015,16,231213,6.92
1238,Armenia,2015,5,100754,4.96
1239,Armenia,2015,15,356715,4.21
1240,Armenia,2015,10,255540,3.91
1241,Armenia,2015,5,297936,1.68
1242,Armenia,2015,3,212010,1.42
1243,Armenia,2015,4,412360,0.97
1244,Armenia,2015,2,216876,0.92
1245,Armenia,2015,2,274108,0.73
1246,Armenia,2015,0,175417,0.0
1247,Armenia,2015,0,201051,0.0
1248,Armenia,2016,12,61956,19.37
1249,Armenia,2016,16,237813,6.73
1250,Armenia,2016,16,350633,4.56
1251,Armenia,2016,5,202220,2.47
1252,Armenia,2016,2,102414,1.95
1253,Armenia,2016,6,308349,1.95
1254,Armenia,2016,4,255665,1.56
1255,Armenia,2016,3,408109,0.74
1256,Armenia,2016,2,277452,0.72
1257,Armenia,2016,1,195422,0.51
1258,Aruba,1995,2,889,224.97
1259,Aruba,1995,4,7520,53.19
1260,Aruba,1995,1,4558,21.94
1261,Aruba,1995,1,11895,8.41
1262,Aruba,1995,0,5138,0.0
1263,Aruba,1995,0,7439,0.0
1264,Aruba,1995,0,12391,0.0
1265,Aruba,1995,0,5906,0.0
1266,Aruba,1995,0,5160,0.0
1267,Aruba,1995,0,1295,0.0
1268,Aruba,1995,0,5227,0.0
1269,Aruba,1995,0,6163,0.0
1270,Aruba,1999,4,7031,56.89
1271,Aruba,1999,2,5428,36.85
1272,Aruba,1999,3,13807,21.73
1273,Aruba,1999,0,5563,0.0
1274,Aruba,1999,0,7411,0.0
1275,Aruba,1999,0,14951,0.0
1276,Aruba,1999,0,6784,0.0
1277,Aruba,1999,0,6192,0.0
1278,Aruba,1999,0,1475,0.0
1279,Aruba,1999,0,6923,0.0
1280,Aruba,1999,0,5395,0.0
1281,Aruba,1999,0,974,0.0
1282,Aruba,2000,2,1499,133.42
1283,Aruba,2000,1,989,101.11
1284,Aruba,2000,3,6828,43.94
1285,Aruba,2000,2,14228,14.06
1286,Aruba,2000,2,15624,12.8
1287,Aruba,2000,0,5675,0.0
1288,Aruba,2000,0,7347,0.0
1289,Aruba,2000,0,6974,0.0
1290,Aruba,2000,0,6487,0.0
1291,Aruba,2000,0,5514,0.0
1292,Aruba,2000,0,7111,0.0
1293,Aruba,2000,0,5612,0.0
1294,Aruba,2001,4,14663,27.28
1295,Aruba,2001,0,5897,0.0
1296,Aruba,2001,0,7290,0.0
1297,Aruba,2001,0,16210,0.0
1298,Aruba,2001,0,7181,0.0
